frames,dst_entropy,src_entropy,proto_entropy,bps_in,bps_out,flows,attack
4667,0,6.58385619,0.0893346,353969.9559,335829.6566,823.3675106,1
651,0,0,0,18886.36327,2348.8,1939.622462,0
26546,0,6.46385619,0,1792.521265,105.1752922,0.161009753,1
232,0,0,1.069444419,15463.71302,1956.8,692.5909607,0
1008,0,0,0.901886957,12936.35892,1172.917292,1231.011318,0
25147,0,6.22875844,0,184570.3092,668.4025812,5.50327132,1
1830,0,0,1.395865763,13137.25106,1206.520652,825.2959744,0
21474,0,6.44385619,0,184570.3092,144677.0402,29.73713801,1
391,0.202249425,6.351383108,1.143468426,7873.976942,1094.4,4072.85647,1
873,0,0,0.657311345,18716.32898,2024,295.9847208,0
151,0.080793136,6.54385619,0.820600787,78384.30161,102636.5435,9081.38477,1
875,0,0,1.931294709,11932.82226,1336,1041.19738,0
942,1.029556876,6.311499184,1.274023156,9009.963486,1479.218472,4235.922946,1
389,0.986366372,0.986366372,0.807918237,15515.51753,2086.608661,4121.056319,0
188,0,6.065991094,1.058507662,405541.5769,75204.85711,82999.54239,1
3552,0,6.12021091,0.001976706,967.2464569,756.302521,214442.1911,1
948,0,0,1.453132123,13454.09733,1432,68.05496391,0
496,0.080793136,6.221209565,1.805610732,12116.38814,6206.4,2447.464192,1
649,0,6.56385619,0.552805662,228846.1202,208405.9129,1853.167726,1
1630,0,6.203845941,0.691678958,359943.1888,65929.36585,64063.87891,1
2,0,6.219251808,1.210632786,164162.3565,54276.60081,83455.21352,1
770,0.984762897,0.984762897,1.812466073,14299.17749,1595.2,3244.263043,0
1527,0,0,0.660013827,10612.49735,1206.4,1360.372228,0
972,0,0,0.378513559,19029.03672,2120,1104.265985,0
848,0,0,1.56857965,13602.97829,1691.2,862.0277968,0
458,0,0,1.512615249,16114.8674,1696.339268,3555.194551,0
25,1.218042783,5.865726655,1.209255623,19841.91513,1945.16129,804.3908312,1
1487,0,0,0.702745885,15138.05894,1956.9957,236.3308489,0
2736,0.978210224,0.978210224,0.859612971,18903.50403,2086.4,6604.760649,0
578,0.989445271,0.989445271,0.207705879,15318.19209,2086.191381,5907.148139,0
397,0.999999763,0.998707204,0.781928375,21621.39755,2841.315868,2111.757672,0
2,0,6.548802977,1.127916223,3552.172941,561.7685306,2406.929851,1
2,0.088879696,5.927925706,0.776993847,148195.7953,60477.28171,66440.32926,1
11820,0,6.40385619,0.12014239,811.8158123,495.5690704,104.2938439,1
617,1.569609166,1.569609166,1.526132559,12502.42486,1716.628337,3292.069848,0
11454,1,1,0,10944.49065,1681.645088,375.4755947,1
272,0,6.528346519,0,7987.966961,8773.033708,463.4665727,1
1,0,0,1.327223175,13008.16052,1172.917292,596.6699796,0
7933,0,6.20875844,0,967.2464569,756.302521,12031.05811,1
1525,0,0,0.375736328,15239.55688,2086.191381,3989.618572,0
101,0,5.985170383,1.32392032,356703.2047,65018.04527,76492.82928,1
249,0,0,0.845108555,19432.22376,2086.608661,3134.463729,0
8512,0,6.62935662,0.965580124,3514.705692,188.2680269,149.7020467,1
353,0,0,1.488764937,12365.18465,1638.4,766.6912331,0
183,0,0,1.510403572,13012.64386,1542.4,5.393164592,0
20579,0,6.396307315,0,926.4001334,235.6047527,0.590372082,1
892,0,0,1.063727142,12355.37155,1329.6,2731.424442,0
260,0.908161229,0.908161229,0.573777057,24446.24409,2937.6,5962.346039,0
932,0,6.62935662,0.547455105,5572.110432,40207.10059,2371.536402,1
2509,0,0,1.521090443,14159.33534,1259.325933,626.6767576,0
430,0,0,1.758341887,15623.30649,1811.018898,2074.599483,0
1637,0,6.28875844,0,1154.68227,0,3322.877965,1
5423,0.194391858,6.62385619,0,2790.386745,303.2288255,1396.649587,1
4098,0,0,0.98486281,15448.03446,2086.608661,1565.854865,0
4587,0,6.136842188,0.187670415,7276.206296,598.9696623,740.7091865,1
1352,0,6.242844878,0.84402256,385243.5577,68580.98053,64076.39771,1
1388,0,6.512669028,0,1534.061509,971.722365,61.66499882,1
699,0,0,0.448820481,13282.92734,1173.034607,92.17482769,0
3581,0,6.64385619,0.238917787,5457.087687,41498.69846,2242.372381,1
1729,1.479288408,1.476126002,0.421580512,21963.37536,2807.719228,5326.907609,0
494,0.891564998,0.891564998,1.278285185,13909.45515,1302.4,1778.861767,0
5,0.14609425,6.160432423,1.299146187,90840.76375,6016,87803.26026,1
3459,0,0,0.576739743,10277.54215,1302.4,148.9961317,0
328,0,6.194815711,1.241585176,16155.2589,2734.081611,443.357858,1
1687,0,6.62935662,0,1856.481935,0,1380.342641,1
1317,0,6.56875056,0.558724266,175070.6915,151727.6732,9691.422813,1
3,0.274743314,6.62385619,1.345637066,1000.584062,0,545.0434891,1
3128,0.203905876,6.291238985,1.500449855,7701.174116,1094.4,1146.342484,1
70,0,6.147517974,1.072158896,361077.7575,65929.36585,87428.10548,1
858,0,0,1.353931914,11833.74855,1335.866413,2990.105985,0
14,0,6.132910608,1.139711926,336467.4048,74181.98445,87175.53114,1
259,0.958426812,0.958426812,1.105824687,15375.15049,1777.777778,2843.496742,0
2037,0,6.543295834,0.73664905,3712.926688,561.6,1135.339168,1
394,0,0,0.502191436,23593.32713,2774.677468,2190.863618,0
3600,0,6.40385619,0.385264677,392927.3142,98247.41834,260084.6758,1
793,1.529216079,1.541160726,0.568405799,22559.18584,2841.884188,4311.369949,0
23,0,6.146017056,1.039889837,348513.3005,68090.63702,90523.89104,1
563,0,0,1.005497682,22294.24456,2904.290429,2598.416644,0
472,0,0,0.578153968,13811.24855,1335.866413,1696.828626,0
299,0,0,1.399139686,13625.06663,1900.8,677.8813284,0
2580,0.202249425,6.351383108,1.121812938,8157.193366,1214.576784,3201.861947,1
38,0,0,1.564590768,13166.67348,1172.917292,107.7189857,0
326,0,6.136842188,0.272536086,10622.09419,1161.223859,1198.017471,1
776,0,0,1.551736941,13151.79464,1302.269773,1354.263269,0
8128,0.194391858,6.62385619,0,2519.590558,368.7405159,86.31012114,1
899,0,0,0.262922036,15110.32229,1956.9957,1092.65203,0
638,0,0,0.219662691,24097.52789,2971.2,2821.247408,0
8130,0,6.316307315,0.211412853,8171.191964,763.2,8551.442781,1
105,0,6.17366069,1.172306792,25307.26332,4403.323602,4901.129401,1
15,1.270424542,5.825313794,0.853739425,19579.84333,1912.371703,6282.789025,1
829,0,6.64385619,0.342745707,2214.571084,28722.02166,4014.911237,1
675,0.082143051,6.129916222,1.400059358,32817.06056,3092.8,4666.286307,1
819,0.993646839,0.99081777,0.066866067,22064.37147,2841.884188,3777.375093,0
5,0,6.157675522,0.521199888,393480.9305,74664.24022,75559.66939,1
845,1.572561789,1.572561789,0.896726906,18986.0592,2024,3395.831552,0
118,0.991422166,0.991422166,0.676225926,19651.47198,2120,4741.154645,0
1919,0.882639373,0.882639373,1.267042885,11837.00519,1172.917292,3563.262699,0
262,0,0,1.936349893,12393.85189,1734.4,1313.016285,0
13667,0,6.456307315,0,7077.074904,1731.125456,248.087534,1
10408,0,6.21366069,0,1117.254257,756.302521,558.9993619,1
1749,0,0,0.691853409,14269.76823,1422.4,1026.229163,0
1621,0,6.136842188,1.098335905,7463.198322,724.8724872,389.9495722,1
25547,0,6.42385619,0,4030.388691,650.9268293,6.377917218,1
675,0,6.11701824,0.832733044,8083.544886,724.8724872,146.8962042,1
6,0.697220441,0.697220441,0.322990156,19330.94305,2120,5379.892875,0
3017,0,6.260068135,1.385646238,29427.753,7984.782195,1790.780432,1
2875,0,0,1.330959679,12983.74371,1172.8,628.4863064,0
50,0,0,1.325316792,14208.0332,1302.530253,938.4431458,0
62,0.866148203,1.56663882,0.57510883,22463.07516,2841.6,10449.29183,0
1001,0,0,1.628656515,13793.77749,1336,3120.469978,0
3,0,6.64385619,0.198575448,154465.9714,195697.4061,7113.865238,1
10357,0,6.416307315,0.501902415,33101.34696,4871.769482,7555.318376,1
618,0,0,0.40558336,14190.0482,1302.4,1392.64223,0
873,0,0,0.355185204,14007.07895,1302.530253,2158.904022,0
34421,0,6.40385619,0,4030.388691,650.9268293,0.283238413,1
300,1.996585546,1.562297785,0.901947996,24495.13486,2774.122588,8321.547301,0
9988,0,6.336307315,0,1320.992728,1318.410635,41.30046818,1
32870,0,6.44385619,0,70138.24822,82871.14956,0.004563383,1
1903,0,0,0.443681972,13542.36201,1302.530253,658.5768933,0
442,0,0,0.745703141,20152.63912,2617.861786,1116.085434,0
1741,0.855744511,0.855744511,1.080465291,15144.3773,1957.191438,4074.605752,0
8780,0.194391858,6.62385619,0,2790.386745,303.2288255,323.1532181,1
17,0,6.298499171,1.192633985,366805.9795,66944.68435,76177.49132,1
1432,0,6.28875844,0,1163.408957,0,2956.661824,1
1510,0,6.136842188,0.51290974,7031.78027,523.2,1835.754207,1
434,0,6.512669028,0,1773.954061,504.7960245,14.26093047,1
617,0.169826086,5.990551086,0.299218669,210772.29,72977.90315,55086.90637,1
16080,0,6.38385619,0,4115.111529,2106.989301,3.669823442,1
474,0.199023775,6.38594493,0.844864781,8761.686197,1339.091096,22.3735942,1
248,0.958604435,0.958604435,0.95753239,15603.17326,2120,4783.98147,0
145,0.909280128,1.583668252,1.144153194,21253.26921,2870.687069,5487.977894,0
40277,0,6.58385619,0,59302.10602,62488.73624,2.85E-05,1
1603,0,6.393727275,1.205993876,115082.3214,36487.6083,39191.78466,1
2149,0,0,1.088257235,13416.23413,1542.4,61.84557449,0
426,0,0,1.045102625,21675.56552,2870.4,758.9124557,0
1845,0.081462027,6.487942479,0,15204.77842,3437.971213,2830.880588,1
1244,0,5.983681528,0.993117714,365517.6893,73227.19141,55156.00956,1
11519,1,1,0,11428.63404,1681.645088,1201.967627,1
912,0.172836101,5.99074076,0.600573737,210852.9693,71856.55172,25030.01754,1
934,0,0,0.909158371,14196.88826,1329.6,1246.080169,0
721,0,0,0.631177148,11347.31729,1564.956496,2404.014109,0
185,0,0,0.525301679,18638.72536,2086.4,1851.905413,0
1718,0,6.523561956,0.847083532,4015.329757,518.3481652,2697.241508,1
28021,0,6.40875844,0,82428.46346,166211.8329,1.796991173,1
334,0,0,1.738432881,13692.88713,1436.8,1681.807278,0
375,0,0,0.025806997,18515.11826,2086.4,2500.986474,0
4502,0,6.30385619,0.261373449,8814.66421,2736.995271,25283.67028,1
1474,0.168363299,5.961703635,0.248242274,184332.6723,63088.23529,62787.11423,1
78,0.995210353,0.995210353,1.257480284,13538.02528,1475.2,3250.765694,0
189,0.845913063,0.845913063,1.508350634,13402.83044,1336,4904.138049,0
332,0.164134333,5.935839181,0.123964534,199909.4346,73560.55529,105871.7784,1
5,0,6.256307315,1.214175278,26554.37238,11587.04453,146.7424799,1
822,0,0,0.610312183,13514.95001,1336,3097.302438,0
64,0,0,1.645178976,13853.51495,1403.340334,1606.139413,0
14661,0,6.62935662,0,2933.79681,188.2680269,8.010468202,1
66,0,0,1.857517355,14015.63816,1336,803.8023247,0
705,0,6.396307315,0.640431752,353724.9525,103043.5306,1278775.245,1
884,0,6.512669028,0,1759.608034,288.2241744,2573.508437,1
942,0,0,0.418972547,13543.37676,1302.4,57.4583868,0
6924,0,6.15366069,0,1117.254257,756.302521,3654.589755,1
367,0,0,1.090016757,13593.64605,1206.520652,361.0207315,0
657,0,0,1.510954323,13137.59258,1336,4658.852728,0
279,0.166927584,5.941478777,0.303947739,184217.4064,63088.23529,62787.11423,1
211,0,0,0.892511387,13268.70722,1302.530253,686.7378615,0
15191,0,6.396307315,0,4092.130998,2106.989301,18.62244148,1
79,0.14609425,6.160432423,1.259272427,91890.35375,6016,25343.01698,1
617,0,6.169661923,1.398199235,33036.26332,4871.769482,8073.880865,1
685,0,0,0.939927716,13613.15125,1302.530253,59.46029381,0
1557,0,6.60385619,0.835778412,5075.69968,75546.93085,1512.905091,1
1950,0.987375864,0.992130401,1.614572747,11899.5148,1302.4,2695.137048,0
168,0,6.161909424,0.782856299,342282.0033,74181.98445,108078.2617,1
252,0,0,1.129302513,16343.09308,1705.429457,566.1353612,0
441,0,0,0.688008557,20834.35898,2034.9965,4331.218874,0
269,0,6.28875844,0,1341.297223,0,1328.346048,1
3,0,6.401209565,0.59374204,359207.533,69043.29281,95760.2784,1
0,0,6.117903693,1.091861797,366174.4167,71163.86182,49187.08032,1
2030,0,6.60385619,0,3542.629044,357.3555688,1292.806799,1
541,0.982192744,0.988659562,0.302060968,23366.36936,2808,4351.515154,0
798,1.528174102,1.528174102,1.426081426,13641.74258,1345.6,4330.398587,0
1164,0,0,1.015549233,14031.64559,1335.866413,218.467668,0
641,0,0,0.187655887,12793.76967,1716.628337,2866.283436,0
985,0,0,0.744681272,16542.06869,2119.788021,3462.958316,0
528,0.852478426,0.870803632,0.754275331,22306.46769,2808,4311.971916,0
775,1.470146927,1.470146927,0.127043014,15713.75684,1956.9957,6516.295336,0
1284,0,0,1.859971421,14033.24126,1302.530253,3044.20784,0
1814,0,0,1.421486972,10601.60005,1302.4,228.2469979,0
384,0,0,1.797160985,12582.82849,1691.369137,2572.970158,0
705,0,0,0.733423697,14219.63382,1302.530253,1679.74265,0
86,0.988574695,0.988574695,0.889643337,13104.24999,1403.340334,2510.188742,0
208,0,0,1.537071968,14792.11347,1576,551.6037019,0
30911,0,6.64385619,0,13628.1221,4815.371763,0.008026766,1
3367,0.081462027,6.210065964,1.550798679,27339.75852,7092.987334,5811.672437,1
1732,0,6.523561956,0.598424711,3608.693172,518.3481652,1825.676014,1
5,0,6.178508855,0.635815536,408666.9401,74664.24022,90691.96178,1
1522,0,6.032877701,0.850405253,405939.9313,75204.85711,77169.13692,1
974,0.999671627,0.999671627,1.215188067,13457.40101,1336,2638.915256,0
778,0,6.533077191,0.896549536,16942.0893,66151.17057,10244.5579,1
12,0,6.52385619,0.270177026,147815.3213,150867.9385,6126.388241,1
91,0.999291944,0.999291944,0.851976002,13439.98201,1335.866413,2125.137313,0
582,0.877597706,0.877597706,0.565262863,13166.82164,1336.133613,3467.275316,0
4031,0.197453004,6.402925278,0.023536132,8141.432211,1339.091096,59.36380615,1
196,0,6.62935662,0.55833198,3941.05392,40207.10059,1999.149131,1
235,0,0,1.901396601,12134.75556,1734.4,2230.177999,0
712,0,0,0.590210824,19856.53588,2180.8,262.1334274,0
306,0,0,0.815585132,18642.88071,2146.985301,1040.747492,0
2830,0,6.512669028,0,1773.954061,504.7960245,262.2253817,1
5084,0,6.476307315,0.571096575,392910.3521,98247.41834,131739.5719,1
68,0,6.58385619,0.157081009,67219.39906,102636.5435,2106.521376,1
2016,0.194391858,6.62385619,0,1000.584062,0,1446.162639,1
447,0,0,2.100130677,13676.14574,1302.660532,57.36978112,0
1664,0,6.276307315,0.290070189,8814.66421,2736.995271,5.623490224,1
304,0,6.136842188,0.358766943,11085.63301,1164.643399,60.88386643,1
255,0.834315321,0.796697133,0.675559461,21379.81242,2774.4,4465.547165,0
250,0,6.224254104,0.989517018,363637.6163,65929.36585,94012.2885,1
264,1.072543849,6.252855596,1.175817019,10555.3287,1569.6,2895.671634,1
693,0,0,0.579401743,21769.41772,2740.8,2852.719642,0
759,0,0,0.854053311,13311.07417,1335.866413,4075.310122,0
692,0.976036181,0.976036181,0.115541542,18318.1628,1990.59906,3131.275039,0
1040,0,6.64385619,0.366165454,105735.0813,382202.698,8494.356584,1
730,0,6.11701824,0.180685162,7691.415923,758.4,1639.252764,1
22550,0,6.36385619,0,885.4619144,269.5089456,1.868557555,1
175,1.578863167,1.578863167,0.933938873,13516.9426,1518.551855,3719.915277,0
0,0,6.543295834,0.73664905,2892.126688,385.3320119,87.5882277,1
336,0,6.28875844,0,1864.730255,492.4623116,719.7018486,1
790,0.997753707,0.997753707,1.304942657,13732.62619,1240.124012,5404.017665,0
552,1.550918004,1.550918004,1.156414113,15059.80073,1956.9957,4224.8287,0
243,0,0,1.202343353,15205.77588,2124.8,967.9138186,0
5480,0,6.38385619,0.696701909,392910.3521,98247.41834,31520.36767,1
133,0.924555786,0.924555786,1.330826155,14324.88994,1302.530253,2785.125976,0
2017,0,6.58895258,0,3508.842641,302.8234564,206.5610263,1
2026,0,6.60385619,0,4164.033331,357.3555688,861.6228943,1
124,0,0,1.096157314,13166.30131,1206.4,1029.081314,0
456,0,6.528346519,0.024758345,9170.725311,1390.723739,5495.190789,1
13665,0,6.376307315,0,1132.861606,904.0473874,144.4074595,1
1399,0.081462027,6.58895258,0.7808671,120021.6088,118127.3847,6573.274103,1
2176,0,6.38875844,0.263257078,392927.3142,98247.41834,637720.3824,1
185,0,0,0.793697964,17987.98172,2086.608661,766.0055314,0
7472,0,6.539158811,0.461878793,4143.072805,399.0147783,80.05418991,1
359,0,0,1.529300087,10910.6474,1206.4,2447.796825,0
1261,0.084262429,6.317224029,1.426314981,3751.366489,2618.518876,1291.737826,1
20965,0,6.28875844,0,339255.1215,82871.14956,257.7030485,1
1784,0,0,1.881979691,11874.9402,1302.530253,1573.300036,0
996,0,0,0.857034083,21512.84642,2741.34827,2296.912722,0
385,0,0,1.194790401,14073.25357,1302.4,3043.722168,0
417,0,0,1.535377571,12902.59938,1249.6,935.6796604,0
296,0,0,1.3850742,15911.32567,1638.236176,1496.879364,0
84,0,6.64385619,0.924880425,2189.889312,8972.62142,2627.201399,1
9588,0,6.276307315,0.567504885,339255.1215,82871.14956,12773.512,1
500,0,6.28875844,0.693839079,7049.820671,2506.934199,2399.309449,1
664,0,0,1.137261802,25521.35437,2903.419316,3257.111527,0
965,0.856266817,1.51237341,0.476842459,21157.50385,2741.34827,3674.537671,0
592,0.957882215,0.933158409,0.054807497,21452.05868,2904,7165.001997,0
598,0,0,1.029684032,13672.16917,1302.530253,1189.360813,0
12,0.345752087,5.866008855,0.725461384,73040.68967,2120.930233,82059.22944,1
24553,0,6.26875844,0,8171.191964,763.2,5.659879518,1
3015,0,6.60385619,0.43688846,4035.309888,27080.19967,3764.925018,1
172,0.967944005,0.959628663,0.83584824,24456.67724,3368,4615.847353,0
604,0,0,0.01710055,16623.0353,2086.191381,2966.268042,0
1650,0,6.341209565,1.048453557,357516.0412,69043.29281,111128.6193,1
1439,0,0,1.242084846,14168.12998,1911.808819,398.4377999,0
199,0.999898844,0.998934403,0.713296336,29038.40072,3251.2,5929.761179,0
10072,0.162775351,6.487942479,0.065519209,15176.10279,3437.971213,71770.83219,1
354,0,0,2.159467769,13665.84341,1604.8,393.5923185,0
16812,0,6.24875844,0,4115.111529,2106.989301,6.056709892,1
776,0,6.11821066,1.455876182,7561.777039,763.2,1549.954473,1
373,0,0,0.394708062,14190.30876,1302.4,1743.851267,0
235,0.205592508,6.127710827,0.854067641,15518.80408,2455.766361,4372.450403,1
540,0.274743314,6.62385619,1.382163198,1675.835495,453.3426999,5404.699943,1
409,0,6.512669028,0,2836.088597,299.0309183,1434.12537,1
853,0.958313602,0.958315804,0.575668538,21642.35692,2870.687069,3306.849525,0
280,0.675401385,6.163966707,1.188195661,80531.33528,2583.741626,50405.9337,1
466,0,0,1.512046454,11225.52948,1441.744174,2845.151845,0
4109,0,6.28875844,0,1039.50274,0,774.475193,1
503,0,6.64385619,0.583378122,3309.215647,50323.68949,3773.582386,1
846,0,0,0.480053629,13412.48781,1172.917292,2908.270854,0
29543,0,6.40875844,0,82428.46346,166211.8329,0.955051856,1
1520,0,6.139599089,0.738056763,346336.0711,74181.98445,97144.81284,1
13121,0,6.221209565,0,8171.191964,763.2,1283.932872,1
338,0.731501317,1.497744728,0.557829316,24664.39741,2774.122588,8356.829724,0
452,0,0,0.948428627,21675.90504,2870.4,1706.957156,0
46,0.345752087,5.886842188,0.455772941,69732.44443,868.9530323,65218.71518,1
3,0,6.363182744,1.124621356,4753.175505,1556.52936,3546.233127,1
6777,0,6.176307315,0.007419558,1117.254257,756.302521,865.0618977,1
23953,0,6.64385619,0,6033.471739,60594.68672,1.8088233,1
155,0.999973865,0.999973865,0.905712194,14047.95172,1302.530253,1507.651917,0
437,0,0,0.827340665,14199.53448,1335.866413,619.4099593,0
26,0,6.64385619,0.833508659,169115.12,151727.6732,13501.68549,1
2010,0,6.194815711,1.241920635,16155.2589,2734.081611,332.168938,1
34122,0,6.64385619,0,13628.1221,4815.371763,0.020605721,1
73,1.415789034,1.415789034,0.37484372,15798.08397,1990.59906,7322.631214,0
196,0,6.522462501,1.189562418,95439.70499,97481.10831,3890.380899,1
375,0,0,0.850642423,15148.72793,1990.4,1673.012065,0
797,0,6.60385619,0.467378414,9534.698829,2108.091351,3351.670762,1
6817,0,6.56875056,0.167822275,726.4112469,309.0128755,147.0447643,1
19540,0,6.116307315,0,926.4001334,235.6047527,12.11959461,1
239,0,0,1.321136153,14387.06326,1464.653535,134.5155442,0
738,0.997664267,0.997664267,1.651631067,14986.52351,1638.563856,5451.566592,0
14084,0.794309555,6.16385619,0,11044.78671,2096.296296,15.02875391,1
517,0,6.36385619,0.741195934,43471.19576,14603.66442,5008.378636,1
104,0,6.533077191,0.707491091,18570.79944,26235.22662,3510.634995,1
365,0,0,0.240614417,18873.32324,2086.191381,3280.578517,0
3827,0,6.523561956,0.83004313,3723.246267,471.4640199,686.5503832,1
479,1.533405377,1.545503073,0.457150592,21752.26052,2841.6,6129.640887,0
2552,0,6.512669028,0,2071.941409,299.0309183,2374.176302,1
226,0,6.15366069,1.328645754,405014.2973,75204.85711,101440.685,1
5317,0,6.24875844,0.14155613,392910.3521,98247.41834,36677.71905,1
1263,0,6.116008855,0.903177963,359630.9991,68190.02478,32190.71152,1
1395,0.194391858,6.62385619,0,2016.857367,303.2288255,6039.184843,1
1,0,6.60385619,0.21006109,61932.22689,102636.5435,1211.820776,1
8,0,6.09380561,1.475126084,361284.5404,65018.04527,98086.10726,1
363,0.998977097,0.998977097,1.56493047,15791.76546,2086.4,4205.002204,0
608,1.544074555,1.544074555,1.27449873,14292.34397,1638.563856,3490.567446,0
269,0,6.07360359,1.402043395,356293.6482,64050.89969,105870.5589,1
113,0.164134333,5.935839181,0.116903876,208403.454,67100.62548,73791.83619,1
211,0,0,0.79644714,19524.61251,2086.4,514.1364448,0
33321,0,6.48875844,0,4419.899441,1446.676971,0.002929192,1
10706,0,6.356307315,0,1117.254257,756.302521,110.9317374,1
1,0,6.523561956,0.113586478,3346.119823,401.9851117,1381.216471,1
700,0,6.512669028,0.255099777,11536.42879,11223.102,30.0175525,1
13768,0,6.296307315,0.311005564,33101.34696,4871.769482,1587.267229,1
12324,0,6.34385619,0,1320.992728,1318.410635,353.857315,1
805,0,0,0.794864756,13193.93369,1302.269773,1698.744916,0
203,0.999717486,0.999717486,1.082047101,13776.3031,1561.756176,2296.073414,0
2294,0.195909271,6.230267984,0.172976385,194386.7725,54276.60081,36908.0182,1
684,0,0,1.202326611,13185.44598,1465.453455,747.6431733,0
492,0,6.523561956,1.078908347,4143.020965,399.0147783,1140.420739,1
20528,0,6.16875844,0,8814.66421,2736.995271,65.59795775,1
885,0,0,0.86897721,12994.61464,1335.866413,3319.151467,0
1411,0,6.58895258,0.255539548,172007.5931,143237.5624,821.8907283,1
695,0,0,1.83504305,13623.05611,1302.660532,1231.719122,0
2406,0,0,1.267053892,11917.76201,1564.643536,2121.328314,0
2456,0,6.539158811,0.732553871,3850.756794,399.0147783,263.9140002,1
674,0,0,1.741682308,13262.84968,1302.660532,1283.673129,0
1991,1.218042783,5.865726655,1.057080497,19989.93291,1945.16129,2135.329923,1
9337,0,6.28875844,0,1039.50274,0,25.46645356,1
551,0,0,0.60118728,10766.28275,1336,2614.66277,0
901,0.924183502,0.923947586,0.945695118,22164.89638,2870.4,5475.191126,0
2580,0,6.136842188,1.582026486,10744.08949,1876.900181,3016.020278,1
734,0,0,1.395323151,13689.66546,1172.917292,1344.708763,0
178,0,0,1.333645376,13435.01909,1345.6,511.6108484,0
85,0,0,0.72055327,18649.81206,2086.4,2141.082666,0
